player_hand;player_options;player_decision;dealer_hand;dealer_options;dealer_decision;result;
['K', 'K'];[10];1;['6', '4'];[6];1;0;
['K', 'K', '4'];20;0;['6', '4', 'J'];10;1;-1;
['J', '10'];[10];1;['Q', '2'];[10];1;0;
['J', '10', '4'];20;1;['Q', '2', 'Q'];12;1;1;
['3', '7'];[3];1;['4', '8'];[4];0;0;
['3', '7', 'Q'];10;1;['4', '8'];12;0;0;
['3', '7', 'Q', '3'];20;0;['4', '8'];12;0;-1;
['Q', '4'];[10];1;['5', '10'];[5];1;0;
['Q', '4', 'J'];14;1;['5', '10', '3'];15;1;-1;
['7', '4'];[7];1;['7', 'Q'];[7];1;0;
['7', '4', 'K'];11;1;['7', 'Q', 'J'];17;1;2;
['9', '7'];[9];1;['3', '8'];[3];1;0;
['9', '7', '7'];16;1;['3', '8', '5'];11;1;-1;
['5', 'A'];[5];1;['Q', '7'];[10];1;0;
['5', 'A', '4'];15;0;['Q', '7', '10'];17;1;2;
['J', 'K'];[10];1;['5', 'J'];[5];1;0;
['J', 'K', '3'];20;1;['5', 'J', '6'];15;1;-1;
['A', 'J'];[1, 10];0;['Q', '7'];[10];0;2;
['Q', 'Q'];[10];0;['J', '9'];[10];0;2;
['9', '6'];[9];1;['5', '7'];[5];1;0;
['9', '6', '3'];15;1;['5', '7', '4'];12;1;0;
['9', '6', '3', '2'];18;1;['5', '7', '4', '6'];16;0;2;
['2', '3'];[2];1;['5', '4'];[5];1;0;
['2', '3', '10'];5;1;['5', '4', '6'];9;0;0;
['2', '3', '10', '6'];15;0;['5', '4', '6'];15;0;2;
['6', 'J'];[6];1;['3', 'A'];[3];1;0;
['6', 'J', 'J'];16;0;['3', 'A', '9'];13;1;-1;
['A', '2'];[1, 10];1;['9', '5'];[9];1;0;
['A', '2', '10'];12;1;['9', '5', 'Q'];14;0;2;
['10', 'J'];[10];0;['5', '5'];[5];1;0;
['10', 'J'];20;0;['5', '5', '9'];10;0;2;
['A', '7'];[1, 10];0;['8', '9'];[8];0;1;
['10', 'Q'];[10];1;['J', '2'];[10];1;0;
['10', 'Q', '9'];20;1;['J', '2', '10'];12;1;1;
['J', '6'];[10];0;['10', 'K'];[10];1;0;
['J', '6'];16;0;['10', 'K', '6'];20;1;2;
['8', '5'];[8];1;['10', 'A'];[10];0;0;
['8', '5', '3'];13;1;['10', 'A'];20;0;0;
['8', '5', '3', '5'];16;1;['10', 'A'];20;0;0;
['8', '5', '3', '5'];21;0;['10', 'A'];20;0;2;
['2', '8'];[2];0;['A', '6'];[1, 10];1;0;
['2', '8'];10;0;['A', '6', '5'];16;1;0;
['2', '8'];10;0;['A', '6', '5'];21;0;-1;
['3', 'A'];[3];1;['5', '5'];[5];1;0;
['3', 'A', 'Q'];13;1;['5', '5', '5'];10;1;0;
['3', 'A', 'Q', '7'];14;1;['5', '5', '5', 'K'];15;1;2;
['7', 'Q'];[7];1;['K', 'J'];[10];0;0;
['7', 'Q', 'K'];17;1;['K', 'J'];20;0;-1;
['8', '2'];[8];1;['A', '9'];[1, 10];0;0;
['8', '2', 'A'];10;0;['A', '9'];19;0;2;
['7', 'K'];[7];1;['Q', 'K'];[10];1;0;
['7', 'K', '3'];17;1;['Q', 'K', 'K'];20;1;2;
['K', '10'];[10];1;['2', '2'];[2];1;0;
['K', '10', 'J'];20;1;['2', '2', '8'];4;0;-1;
['J', 'K'];[10];1;['2', '2'];[2];1;0;
['J', 'K', '9'];20;1;['2', '2', '7'];4;1;-1;
['J', '3'];[10];1;['A', '8'];[1, 10];1;0;
['J', '3', '4'];13;1;['A', '8', '8'];18;1;0;
['J', '3', '4', '7'];17;1;['A', '8', '8', 'Q'];17;0;1;
['10', '2'];[10];1;['6', '6'];[6];1;0;
['10', '2', '2'];12;1;['6', '6', 'K'];12;1;2;
['A', '4'];[1, 10];1;['A', '5'];[1, 10];0;0;
['A', '4', '7'];14;1;['A', '5'];15;0;0;
['A', '4', '7'];21;0;['A', '5'];15;0;2;
['6', 'A'];[6];0;['2', '7'];[2];1;0;
['6', 'A'];16;0;['2', '7', '9'];9;1;0;
['6', 'A'];16;0;['2', '7', '9', '3'];18;1;0;
['6', 'A'];16;0;['2', '7', '9', '3'];21;0;-1;
['K', '4'];[10];1;['8', '5'];[8];1;0;
['K', '4', '7'];14;1;['8', '5', '6'];13;1;0;
['K', '4', '7'];21;0;['8', '5', '6', '10'];19;1;2;
['J', 'K'];[10];1;['7', 'Q'];[7];1;0;
['J', 'K', '7'];20;1;['7', 'Q', '9'];17;1;1;
['6', '6'];[6];0;['3', '4'];[3];1;0;
['6', '6'];12;0;['3', '4', '3'];7;0;2;
['4', '10'];[4];1;['6', '10'];[6];1;0;
['4', '10', 'A'];14;1;['6', '10', 'J'];16;1;2;
['6', 'J'];[6];1;['3', '7'];[3];1;0;
['6', 'J', '3'];16;1;['3', '7', '10'];10;1;0;
['6', 'J', '3', '4'];19;0;['3', '7', '10', 'J'];20;1;1;
['9', '10'];[9];0;['A', '10'];[1, 10];1;0;
['9', '10'];19;0;['A', '10', '5'];20;1;0;
['9', '10'];19;0;['A', '10', '5', '9'];16;1;2;
['9', 'J'];[9];0;['K', '6'];[10];1;0;
['9', 'J'];19;0;['K', '6', 'Q'];16;1;2;
['7', 'Q'];[7];1;['A', '9'];[1, 10];0;0;
['7', 'Q', '9'];17;1;['A', '9'];19;0;-1;
['A', '7'];[1, 10];0;['A', '8'];[1, 10];1;0;
['A', '7'];17;0;['A', '8', '3'];18;1;0;
['A', '7'];17;0;['A', '8', '3'];21;0;-1;
['5', '2'];[5];1;['2', '9'];[2];1;0;
['5', '2', 'Q'];7;1;['2', '9', 'K'];11;1;0;
['5', '2', 'Q', 'K'];17;1;['2', '9', 'K'];21;0;-1;
['K', 'Q'];[10];1;['2', '2'];[2];1;0;
['K', 'Q', '6'];20;1;['2', '2', '4'];4;0;-1;
['5', '5'];[5];1;['8', '7'];[8];1;0;
['5', '5', '10'];10;1;['8', '7', '8'];15;1;2;
['7', '3'];[7];0;['5', '8'];[5];0;-1;
['6', 'J'];[6];1;['J', '10'];[10];1;0;
['6', 'J', 'A'];16;1;['J', '10', '8'];20;1;2;
['9', '9'];[9];1;['7', '6'];[7];1;0;
['9', '9', '7'];18;0;['7', '6', '5'];13;1;-1;
['K', '9'];[10];1;['K', '9'];[10];0;0;
['K', '9', 'J'];19;1;['K', '9'];19;0;-1;
['4', '10'];[4];1;['9', 'A'];[9];0;0;
['4', '10', '5'];14;1;['9', 'A'];19;0;0;
['4', '10', '5', 'A'];19;1;['9', 'A'];19;0;0;
['4', '10', '5', 'A', '9'];20;1;['9', 'A'];19;0;-1;
['5', '8'];[5];1;['8', '9'];[8];0;0;
['5', '8', 'A'];13;1;['8', '9'];17;0;0;
['5', '8', 'A', '8'];14;1;['8', '9'];17;0;-1;
['2', '10'];[2];1;['Q', '5'];[10];1;0;
['2', '10', '7'];12;0;['Q', '5', '5'];15;0;-1;
['K', 'A'];[10];0;['J', 'A'];[10];0;1;
['2', '10'];[2];1;['7', '10'];[7];1;0;
['2', '10', '9'];12;0;['7', '10', 'J'];17;1;2;
['4', 'K'];[4];1;['2', 'Q'];[2];1;0;
['4', 'K', '7'];14;1;['2', 'Q', 'A'];12;1;0;
['4', 'K', '7'];21;0;['2', 'Q', 'A', 'J'];13;1;2;
['5', '7'];[5];1;['5', 'K'];[5];1;0;
['5', '7', 'J'];12;1;['5', 'K', '6'];15;1;-1;
['4', '8'];[4];1;['6', '8'];[6];1;0;
['4', '8', '7'];12;0;['6', '8', '9'];14;1;2;
['10', '8'];[10];0;['J', '7'];[10];1;0;
['10', '8'];18;0;['J', '7', '5'];17;0;2;
['Q', '4'];[10];0;['8', '8'];[8];1;0;
['Q', '4'];14;0;['8', '8', 'A'];16;0;-1;
['7', '8'];[7];1;['2', '7'];[2];0;0;
['7', '8', '5'];15;0;['2', '7'];9;0;2;
['8', '6'];[8];1;['2', 'A'];[2];1;0;
['8', '6', '5'];14;1;['2', 'A', '5'];12;1;0;
['8', '6', '5', '10'];19;0;['2', 'A', '5', '5'];17;1;-1;
['A', '4'];[1, 10];0;['A', 'A'];[1, 10];0;-1;
['7', '6'];[7];0;['7', '4'];[7];1;0;
['7', '6'];13;0;['7', '4', 'A'];11;1;0;
['7', '6'];13;0;['7', '4', 'A'];21;0;-1;
['J', '9'];[10];1;['4', 'K'];[4];1;0;
['J', '9', '5'];19;1;['4', 'K', '2'];14;1;-1;
['3', '9'];[3];0;['Q', '2'];[10];1;0;
['3', '9'];12;0;['Q', '2', '9'];12;1;0;
['3', '9'];12;0;['Q', '2', '9'];21;0;-1;
['3', '5'];[3];1;['A', '6'];[1, 10];1;0;
['3', '5', '8'];8;1;['A', '6', 'A'];16;1;0;
['3', '5', '8', 'Q'];16;1;['A', '6', 'A', '6'];17;1;-1;
['Q', '5'];[10];1;['3', 'Q'];[3];1;0;
['Q', '5', 'A'];15;0;['3', 'Q', '4'];13;1;0;
['Q', '5', 'A'];16;0;['3', 'Q', '4', 'K'];17;0;2;
['2', 'K'];[2];0;['6', '8'];[6];1;0;
['2', 'K'];12;0;['6', '8', 'K'];14;0;2;
['4', '2'];[4];1;['4', '8'];[4];1;0;
['4', '2', '6'];6;1;['4', '8', '3'];12;0;0;
['4', '2', '6', '2'];12;1;['4', '8', '3'];15;0;0;
['4', '2', '6', '2', '4'];14;1;['4', '8', '3'];15;0;0;
['4', '2', '6', '2', '4', '4'];18;0;['4', '8', '3'];15;0;-1;
['8', '3'];[8];1;['3', '5'];[3];1;0;
['8', '3', '8'];11;1;['3', '5', '5'];8;1;0;
['8', '3', '8', '3'];19;1;['3', '5', '5', 'A'];13;1;-1;
['7', '3'];[7];1;['K', '9'];[10];1;0;
['7', '3', '8'];10;1;['K', '9', '9'];19;0;2;
['4', '8'];[4];1;['K', '6'];[10];1;0;
['4', '8', '7'];12;0;['K', '6', '6'];16;0;2;
['5', '7'];[5];1;['Q', '9'];[10];1;0;
['5', '7', 'K'];12;0;['Q', '9', '2'];19;0;-1;
['9', '6'];[9];1;['A', 'J'];[1, 10];1;0;
['9', '6', 'K'];15;0;['A', 'J', '4'];20;1;-1;
['10', '8'];[10];0;['J', '4'];[10];1;0;
['10', '8'];18;0;['J', '4', '8'];14;1;2;
['2', 'A'];[2];1;['5', 'K'];[5];0;0;
['2', 'A', 'K'];12;1;['5', 'K'];15;0;0;
['2', 'A', 'K', '9'];13;0;['5', 'K'];15;0;-1;
['6', '5'];[6];1;['3', 'Q'];[3];1;0;
['6', '5', '2'];11;1;['3', 'Q', 'K'];13;0;2;
['J', '3'];[10];0;['K', '10'];[10];1;0;
['J', '3'];13;0;['K', '10', 'A'];20;1;0;
['J', '3'];13;0;['K', '10', 'A'];21;0;-1;
['10', '6'];[10];1;['10', '2'];[10];1;0;
['10', '6', '4'];16;0;['10', '2', '2'];12;1;0;
['10', '6', '4'];20;0;['10', '2', '2', '5'];14;1;0;
['10', '6', '4'];20;0;['10', '2', '2', '5', '5'];19;1;2;
['K', 'J'];[10];1;['2', '8'];[2];1;0;
['K', 'J', '9'];20;1;['2', '8', 'J'];10;1;-1;
['10', '9'];[10];1;['8', '9'];[8];1;0;
['10', '9', 'K'];19;1;['8', '9', '7'];17;1;1;
['7', '6'];[7];1;['2', '4'];[2];1;0;
['7', '6', '3'];13;1;['2', '4', '10'];6;1;0;
['7', '6', '3', '2'];16;1;['2', '4', '10', '9'];16;0;2;
['10', 'J'];[10];1;['6', 'A'];[6];0;0;
['10', 'J', '7'];20;0;['6', 'A'];16;0;-1;
['9', '10'];[9];0;['2', '10'];[2];1;0;
['9', '10'];19;0;['2', '10', '4'];12;1;0;
['9', '10'];19;0;['2', '10', '4', '9'];16;1;2;
['K', '9'];[10];1;['A', '2'];[1, 10];1;0;
['K', '9', '10'];19;1;['A', '2', '10'];12;1;-1;
['10', '2'];[10];1;['K', '6'];[10];1;0;
['10', '2', '3'];12;1;['K', '6', '4'];16;1;0;
['10', '2', '3', '7'];15;1;['K', '6', '4', 'J'];20;1;1;
['5', '6'];[5];1;['10', '10'];[10];1;0;
['5', '6', '5'];11;1;['10', '10', '5'];20;1;2;
['2', '8'];[2];1;['8', '3'];[8];1;0;
['2', '8', '8'];10;1;['8', '3', '6'];11;1;0;
['2', '8', '8', '10'];18;0;['8', '3', '6', '6'];17;1;1;
['9', '2'];[9];1;['5', '9'];[5];1;0;
['9', '2', '8'];11;1;['5', '9', '7'];14;1;0;
['9', '2', '8', 'J'];19;1;['5', '9', '7'];21;0;-1;
['4', '7'];[4];0;['4', '6'];[4];1;0;
['4', '7'];11;0;['4', '6', 'J'];10;1;0;
['4', '7'];11;0;['4', '6', 'J', '3'];20;1;2;
['6', '3'];[6];1;['J', '5'];[10];0;0;
['6', '3', 'Q'];9;1;['J', '5'];15;0;0;
['6', '3', 'Q', '7'];19;0;['J', '5'];15;0;-1;
['J', '4'];[10];1;['A', '9'];[1, 10];1;0;
['J', '4', '3'];14;1;['A', '9', 'J'];19;1;0;
['J', '4', '3', '6'];17;0;['A', '9', 'J', '7'];20;1;1;
['4', '5'];[4];1;['6', '6'];[6];1;0;
['4', '5', 'A'];9;1;['6', '6', '6'];12;0;0;
['4', '5', 'A', '10'];19;1;['6', '6', '6'];18;0;0;
['4', '5', 'A', '10', '6'];20;1;['6', '6', '6'];18;0;-1;
['8', 'A'];[8];1;['3', '5'];[3];1;0;
['8', 'A', 'K'];18;1;['3', '5', 'J'];8;1;0;
['8', 'A', 'K', '4'];19;1;['3', '5', 'J', '7'];18;1;1;
['K', '10'];[10];1;['Q', 'K'];[10];1;0;
['K', '10', '6'];20;1;['Q', 'K', 'A'];20;1;-1;
['Q', '7'];[10];1;['3', '7'];[3];1;0;
['Q', '7', '8'];17;1;['3', '7', '10'];10;1;-1;
['8', '4'];[8];1;['10', '7'];[10];0;0;
['8', '4', '8'];12;0;['10', '7'];17;0;2;
['A', '6'];[1, 10];1;['5', 'Q'];[5];1;0;
['A', '6', '5'];16;1;['5', 'Q', 'K'];15;1;2;
['10', 'J'];[10];1;['6', 'K'];[6];0;0;
['10', 'J', '6'];20;1;['6', 'K'];16;0;-1;
['8', '9'];[8];1;['4', '3'];[4];0;0;
['8', '9', 'K'];17;1;['4', '3'];7;0;-1;
['5', '6'];[5];1;['2', 'Q'];[2];1;0;
['5', '6', 'A'];11;1;['2', 'Q', 'Q'];12;1;2;
['Q', '2'];[10];1;['7', '6'];[7];1;0;
['Q', '2', '2'];12;0;['7', '6', '4'];13;0;-1;
['4', '9'];[4];0;['6', '8'];[6];0;-1;
['3', '6'];[3];1;['A', '3'];[1, 10];0;0;
['3', '6', 'A'];9;1;['A', '3'];13;0;0;
['3', '6', 'A', '6'];19;1;['A', '3'];13;0;0;
['3', '6', 'A', '6', 'Q'];16;1;['A', '3'];13;0;-1;
['5', '10'];[5];1;['A', 'K'];[1, 10];0;0;
['5', '10', 'Q'];15;1;['A', 'K'];20;0;-1;
['2', '9'];[2];1;['J', '2'];[10];1;0;
['2', '9', '5'];11;1;['J', '2', '3'];12;0;0;
['2', '9', '5', '2'];16;1;['J', '2', '3'];15;0;0;
['2', '9', '5', '2', '6'];18;1;['J', '2', '3'];15;0;-1;
['7', '9'];[7];1;['K', '9'];[10];1;0;
['7', '9', '2'];16;1;['K', '9', 'Q'];19;0;2;
['Q', '9'];[10];1;['A', '10'];[1, 10];0;0;
['Q', '9', '2'];19;0;['A', '10'];20;0;2;
['4', 'J'];[4];1;['5', '2'];[5];1;0;
['4', 'J', '9'];14;0;['5', '2', 'Q'];7;0;-1;
['7', '2'];[7];0;['3', '4'];[3];1;0;
['7', '2'];9;0;['3', '4', '3'];7;1;0;
['7', '2'];9;0;['3', '4', '3', '2'];10;1;0;
['7', '2'];9;0;['3', '4', '3', '2', '4'];12;1;0;
['7', '2'];9;0;['3', '4', '3', '2', '4', '9'];16;1;2;
['4', '3'];[4];1;['6', '8'];[6];1;0;
['4', '3', '9'];7;1;['6', '8', '2'];14;1;0;
['4', '3', '9', 'A'];16;1;['6', '8', '2', '8'];16;1;2;
['Q', '2'];[10];1;['Q', '9'];[10];1;0;
['Q', '2', '10'];12;1;['Q', '9', '2'];19;0;-1;
['5', '4'];[5];1;['4', '9'];[4];1;0;
['5', '4', 'Q'];9;0;['4', '9', '8'];13;1;0;
['5', '4', 'Q'];19;0;['4', '9', '8'];21;0;-1;
['6', '7'];[6];1;['2', '6'];[2];1;0;
['6', '7', 'Q'];13;1;['2', '6', 'K'];8;1;-1;
['3', '2'];[3];0;['9', '9'];[9];1;0;
['3', '2'];5;0;['9', '9', 'Q'];18;1;2;
['4', 'Q'];[4];1;['3', 'J'];[3];0;0;
['4', 'Q', '7'];14;0;['3', 'J'];13;0;2;
['6', 'J'];[6];1;['7', 'Q'];[7];1;0;
['6', 'J', '3'];16;0;['7', 'Q', '7'];17;1;2;
['9', '2'];[9];0;['8', '3'];[8];1;0;
['9', '2'];11;0;['8', '3', '8'];11;1;0;
['9', '2'];11;0;['8', '3', '8', '7'];19;1;2;
['10', '9'];[10];1;['K', '8'];[10];1;0;
['10', '9', 'J'];19;1;['K', '8', '2'];18;1;-1;
['7', '6'];[7];1;['J', '4'];[10];1;0;
['7', '6', '5'];13;1;['J', '4', '3'];14;1;0;
['7', '6', '5', '2'];18;1;['J', '4', '3', '5'];17;1;2;
['9', 'J'];[9];0;['8', '9'];[8];1;0;
['9', 'J'];19;0;['8', '9', 'Q'];17;0;2;
['9', 'Q'];[9];1;['2', '3'];[2];1;0;
['9', 'Q', '3'];19;1;['2', '3', 'Q'];5;0;-1;
['6', '4'];[6];1;['Q', 'Q'];[10];0;0;
['6', '4', '4'];10;1;['Q', 'Q'];20;0;0;
['6', '4', '4', 'Q'];14;1;['Q', 'Q'];20;0;-1;
['10', '9'];[10];1;['8', '3'];[8];1;0;
['10', '9', 'Q'];19;0;['8', '3', '6'];11;1;-1;
['6', 'J'];[6];1;['5', '4'];[5];0;0;
['6', 'J', '7'];16;1;['5', '4'];9;0;-1;
['5', 'A'];[5];1;['J', 'A'];[10];1;0;
['5', 'A', '7'];15;0;['J', 'A', '10'];20;0;-1;
['7', '8'];[7];0;['2', 'K'];[2];0;2;
['A', '10'];[1, 10];0;['2', '2'];[2];1;0;
['A', '10'];20;0;['2', '2', '10'];4;1;0;
['A', '10'];20;0;['2', '2', '10', '10'];14;1;2;
['9', '4'];[9];1;['4', '2'];[4];1;0;
['9', '4', 'K'];13;1;['4', '2', '10'];6;1;-1;
['K', '8'];[10];1;['2', 'A'];[2];1;0;
['K', '8', '3'];18;1;['2', 'A', 'Q'];12;1;0;
['K', '8', '3'];21;0;['2', 'A', 'Q', '2'];13;1;0;
['K', '8', '3'];21;0;['2', 'A', 'Q', '2', '6'];15;1;0;
['K', '8', '3'];21;0;['2', 'A', 'Q', '2', '6'];21;0;1;
['8', '4'];[8];1;['6', '5'];[6];1;0;
['8', '4', '9'];12;1;['6', '5', '2'];11;1;0;
['8', '4', '9'];21;0;['6', '5', '2', '2'];13;1;0;
['8', '4', '9'];21;0;['6', '5', '2', '2', '8'];15;1;2;
['Q', 'J'];[10];1;['10', '9'];[10];1;0;
['Q', 'J', '2'];20;1;['10', '9', '2'];19;0;-1;
['7', 'A'];[7];1;['8', '2'];[8];1;0;
['7', 'A', '6'];17;1;['8', '2', '10'];10;1;0;
['7', 'A', '6', 'J'];14;1;['8', '2', '10', 'Q'];20;0;1;
['3', '5'];[3];0;['4', 'K'];[4];0;-1;
['Q', 'Q'];[10];1;['2', 'K'];[2];1;0;
['Q', 'Q', '6'];20;1;['2', 'K', '3'];12;1;-1;
['A', '10'];[1, 10];1;['3', 'K'];[3];1;0;
['A', '10', 'Q'];20;1;['3', 'K', '6'];13;1;0;
['A', '10', 'Q'];21;0;['3', 'K', '6', 'K'];19;1;2;
['10', '4'];[10];1;['J', '5'];[10];1;0;
['10', '4', 'J'];14;1;['J', '5', '7'];15;1;1;
['9', '7'];[9];1;['K', 'A'];[10];1;0;
['9', '7', '3'];16;0;['K', 'A', '2'];20;0;2;
['10', '8'];[10];1;['9', '7'];[9];0;0;
['10', '8', '9'];18;0;['9', '7'];16;0;-1;
['A', '9'];[1, 10];1;['A', 'Q'];[1, 10];0;0;
['A', '9', 'Q'];19;1;['A', 'Q'];20;0;0;
['A', '9', 'Q', '6'];20;1;['A', 'Q'];20;0;-1;
['6', '10'];[6];0;['2', 'K'];[2];1;0;
['6', '10'];16;0;['2', 'K', '5'];12;0;-1;
['9', '3'];[9];1;['6', '2'];[6];0;0;
['9', '3', 'J'];12;1;['6', '2'];8;0;-1;
['5', '6'];[5];1;['5', '3'];[5];1;0;
['5', '6', 'J'];11;0;['5', '3', '7'];8;1;0;
['5', '6', 'J'];21;0;['5', '3', '7', '6'];15;1;0;
['5', '6', 'J'];21;0;['5', '3', '7', '6'];21;0;1;
['9', '9'];[9];1;['3', 'A'];[3];1;0;
['9', '9', '2'];18;0;['3', 'A', '9'];13;1;0;
['9', '9', '2'];20;0;['3', 'A', '9', 'A'];13;1;0;
['9', '9', '2'];20;0;['3', 'A', '9', 'A', '7'];14;1;0;
['9', '9', '2'];20;0;['3', 'A', '9', 'A', '7'];21;0;-1;
['J', 'Q'];[10];1;['J', 'Q'];[10];0;0;
['J', 'Q', 'Q'];20;0;['J', 'Q'];20;0;-1;
['A', '4'];[1, 10];1;['3', '3'];[3];0;0;
['A', '4', '5'];14;1;['3', '3'];6;0;0;
['A', '4', '5', '3'];19;1;['3', '3'];6;0;0;
['A', '4', '5', '3', '8'];13;0;['3', '3'];6;0;2;
['A', '4'];[1, 10];0;['3', 'Q'];[3];0;2;
['A', 'A'];[1, 10];1;['3', '9'];[3];1;0;
['A', 'A', '4'];20;1;['3', '9', '5'];12;0;0;
['A', 'A', '4', 'A'];15;1;['3', '9', '5'];17;0;0;
['A', 'A', '4', 'A', '5'];16;1;['3', '9', '5'];17;0;0;
['A', 'A', '4', 'A', '5'];21;0;['3', '9', '5'];17;0;2;
['3', '3'];[3];0;['4', 'A'];[4];1;0;
['3', '3'];6;0;['4', 'A', 'J'];14;0;-1;
['10', '5'];[10];1;['5', '10'];[5];0;0;
['10', '5', 'A'];15;1;['5', '10'];15;0;0;
['10', '5', 'A', '10'];16;1;['5', '10'];15;0;-1;
['7', '7'];[7];1;['A', 'Q'];[1, 10];1;0;
['7', '7', '5'];14;1;['A', 'Q', 'A'];20;1;0;
['7', '7', '5', '7'];19;1;['A', 'Q', 'A'];21;0;-1;
['5', 'Q'];[5];1;['10', '7'];[10];1;0;
['5', 'Q', '8'];15;1;['10', '7', '4'];17;1;-1;
['J', '4'];[10];1;['2', '2'];[2];1;0;
['J', '4', '9'];14;1;['2', '2', '7'];4;1;-1;
['K', '3'];[10];1;['6', '8'];[6];0;0;
['K', '3', 'J'];13;1;['6', '8'];14;0;-1;
['Q', 'J'];[10];1;['6', '2'];[6];0;0;
['Q', 'J', 'A'];20;1;['6', '2'];8;0;0;
['Q', 'J', 'A'];21;0;['6', '2'];8;0;2;
['6', '9'];[6];1;['J', '3'];[10];1;0;
['6', '9', '5'];15;1;['J', '3', '10'];13;1;2;
['2', '9'];[2];1;['7', '3'];[7];1;0;
['2', '9', '2'];11;0;['7', '3', 'Q'];10;1;0;
['2', '9', '2'];13;0;['7', '3', 'Q', '4'];20;0;2;
['4', '6'];[4];1;['J', 'K'];[10];1;0;
['4', '6', 'A'];10;1;['J', 'K', '9'];20;1;2;
['J', '6'];[10];1;['9', '5'];[9];1;0;
['J', '6', '8'];16;1;['9', '5', '9'];14;1;1;
['J', '9'];[10];0;['2', '6'];[2];1;0;
['J', '9'];19;0;['2', '6', '4'];8;1;0;
['J', '9'];19;0;['2', '6', '4', '4'];12;1;0;
['J', '9'];19;0;['2', '6', '4', '4', 'Q'];16;1;2;
['6', '7'];[6];1;['J', '2'];[10];1;0;
['6', '7', 'Q'];13;1;['J', '2', '2'];12;1;-1;
['6', '2'];[6];1;['2', '3'];[2];1;0;
['6', '2', '7'];8;0;['2', '3', 'A'];5;1;0;
['6', '2', '7'];15;0;['2', '3', 'A', 'K'];15;1;0;
['6', '2', '7'];15;0;['2', '3', 'A', 'K', 'A'];16;1;0;
['6', '2', '7'];15;0;['2', '3', 'A', 'K', 'A', 'A'];17;0;-1;
['3', '6'];[3];1;['4', 'Q'];[4];1;0;
['3', '6', '5'];9;0;['4', 'Q', 'Q'];14;1;2;
['10', '4'];[10];1;['5', '4'];[5];1;0;
['10', '4', '6'];14;1;['5', '4', '7'];9;1;0;
['10', '4', '6', 'Q'];20;1;['5', '4', '7', '8'];16;1;1;
['Q', 'J'];[10];1;['A', 'K'];[1, 10];0;0;
['Q', 'J', '10'];20;1;['A', 'K'];20;0;-1;
['2', '8'];[2];0;['10', '5'];[10];0;-1;
['Q', '2'];[10];0;['K', '9'];[10];1;0;
['Q', '2'];12;0;['K', '9', '7'];19;1;2;
['4', '4'];[4];0;['K', 'Q'];[10];1;0;
['4', '4'];8;0;['K', 'Q', 'Q'];20;1;2;
['5', 'A'];[5];1;['Q', 'A'];[10];1;0;
['5', 'A', '9'];15;1;['Q', 'A', '7'];20;1;0;
['5', 'A', '9', '5'];15;1;['Q', 'A', '7', '6'];18;1;2;
['4', '7'];[4];0;['5', '2'];[5];0;2;
['5', 'Q'];[5];1;['Q', 'A'];[10];1;0;
['5', 'Q', 'J'];15;1;['Q', 'A', '6'];20;1;-1;
['J', '10'];[10];0;['8', 'K'];[8];1;0;
['J', '10'];20;0;['8', 'K', '4'];18;1;2;
['A', '7'];[1, 10];1;['7', 'A'];[7];0;0;
['A', '7', '7'];17;1;['7', 'A'];17;0;0;
['A', '7', '7', '9'];15;0;['7', 'A'];17;0;-1;
['10', '10'];[10];1;['4', 'Q'];[4];0;0;
['10', '10', 'K'];20;0;['4', 'Q'];14;0;-1;
['Q', 'Q'];[10];1;['J', '2'];[10];0;0;
['Q', 'Q', '10'];20;1;['J', '2'];12;0;-1;
['9', '8'];[9];0;['3', 'Q'];[3];1;0;
['9', '8'];17;0;['3', 'Q', 'Q'];13;1;2;
['7', 'A'];[7];1;['3', 'K'];[3];1;0;
['7', 'A', '6'];17;1;['3', 'K', '3'];13;1;0;
['7', 'A', '6', '4'];14;0;['3', 'K', '3', 'J'];16;1;2;
['5', 'Q'];[5];1;['6', 'J'];[6];0;0;
['5', 'Q', '7'];15;1;['6', 'J'];16;0;-1;
['7', '5'];[7];1;['J', '9'];[10];1;0;
['7', '5', '7'];12;1;['J', '9', '8'];19;1;2;
['9', '10'];[9];1;['A', 'J'];[1, 10];1;0;
['9', '10', '3'];19;1;['A', 'J', '9'];20;1;-1;
['5', '5'];[5];0;['9', 'K'];[9];1;0;
['5', '5'];10;0;['9', 'K', '4'];19;1;2;
['10', 'K'];[10];1;['9', '10'];[9];1;0;
['10', 'K', '8'];20;1;['9', '10', 'J'];19;1;1;
['3', '7'];[3];0;['4', 'K'];[4];0;-1;
['8', '2'];[8];0;['K', '5'];[10];1;0;
['8', '2'];10;0;['K', '5', '10'];15;0;2;
['3', 'J'];[3];1;['9', 'A'];[9];1;0;
['3', 'J', '3'];13;0;['9', 'A', '9'];19;1;0;
['3', 'J', '3'];16;0;['9', 'A', '9', '7'];19;1;2;
['2', '9'];[2];1;['A', '5'];[1, 10];0;0;
['2', '9', 'K'];11;1;['A', '5'];15;0;0;
['2', '9', 'K'];21;0;['A', '5'];15;0;2;
['9', '4'];[9];1;['A', '5'];[1, 10];1;0;
['9', '4', '10'];13;1;['A', '5', '5'];15;1;-1;
['Q', '2'];[10];0;['4', 'A'];[4];1;0;
['Q', '2'];12;0;['4', 'A', '9'];14;0;-1;
['7', 'K'];[7];1;['K', '4'];[10];1;0;
